Hutsul,Ukrainian
Ревкати,Голосно Кричати
Фризієр,Голяр
Воробець,Горобець
Горішнянин,Горянин
Нарихтувати,Готувати
Харчувати,Гризти
Гринева,Гринява
Б'алта,Грузь
Шайка,Група Хуліганів
Бабяр,Гультяй
Гумаки,Гумові Чоботи
Гуцульщина,Гуцульщина
Реготати,Гучно Сміятися
Гілє,Гілля
Майдалі,Далеко
Даньо,Данило
Лайдакувати,Дармувати
Доця,Дарія
Набоїк,Дашок
Дванацєта,Дванадцята
Гофа,Двір
Двісто,Двісті
Девйитдесьит,Дев'яносто
Див'єтка,Дев'ять
Нарожінє,День Народження
Завидця,Депутат
Дерев'єний,Дерев'яний
Ковбіс,Дерев'яний Брус
Камеральний,Державний
Батожило,Держак Батога
Пляцки,Деруни
Ікіїс,Деякий
Д Нєму,До Нього
Д'Хаті,До Хати
Гівочьила,Довго Не Виходила Заміж
Довгополе,Довгополе
Довгополе,Довгопілля
Розізнати,Довідатися
Ховання,Догляд
Ід'хаті,Додому
Долівлиць,Долілиць
Заминдувати,Донести
Мендувати,Доносити
Замельдувати,Доповісти
Бечувати,Допомагати
Цвікати,Дорікати
Завтєкати,Досягнути
Досегодне,Досі
Плюта,Дощова Погода
Слотєний,Дощовий
Клунтя,Дрантя
Іваниха,Дружина Івана
Ілчиха,Дружина Іллі
Дмитриха,Дружина Дмитра
Юриха,Дружина Юрія
Наресниці,Дрібна Річкова Риба
Мрич,Дрібний Дощ
Джюголити,Дрібно Сікти
Найранше,Дуже Рано
Оферма,Дурень
Благувата,Дурнувата
Д'ек,Дяк
Дєкую,Дякую
Діковать,Дякуємо
Диялект,Діалект
Ґівка,Дівка
Гівочіла,Дівочила
Челяґь,Дівчата
Ґідо,Дідусь
Бочівка,Діжка
Розізнати,Дізнатися
Інтерес,Діло
Білий Потік,Ділове
Ґіти,Діти
Еделвайс,Едельвейс
Чорна Хвороба,Епілепсія
Прошєк,Жебрак
Воринка,Жердинка З Огорожі
Забавна,Життєрадісна
Журкувати,Журитися
Відтогіть,З Минулого Року
Снічний,З Учорашнього Вечора
Ся З'явила,З'явилася
Забагнеси,Забажати
Машір,Забирайся
Віріхтувати,Завершити Будівництво
Завтре,Завтра
Фуфела,Завірюха
Фертик,Загибель
Зазубелати,Загнуздати
Завистувати,Заздрити
Ґута,Залізниця
Стація,Залізнична Станція
Замагорів,Замагора
Заситити,Занапастити
Гуцулка,Запальний Танець
Покмітити,Запам'ятати
Опинка,Запаска
Допевнювати,Запевняти
Запоперечіти,Заперечення
Сперечити,Заперечити
Неґувати,Заперечувати
Зарути,Заплакати
Рунзак,Заплічний Речовий Мішок
Зарьида,Заправка Для Страв
Зароб'єти,Заробляти
Жажечі,Засвітити
Заскрегінцати,Заскреготати
Уціритиси,Засміятися
Омкний,Засоромлений
Заставєти,Заставляти
Чепрага,Застібка Для Нашийної Прикраси
Затєта,Затята
Запрєтати,Заховати
Завтякати,Захопити
Забагти,Захотіти Чогось
Зачікати,Зачекати
Вижідатиси,Зачекатися
Зашшібати,Зберегти
Избератиси,Збиратися
Бандур,Збирач Податків
Звьєзок,Зв'язок
Турнути,Звільнити
Спомка,Згадка
Згуцулшіти,Згуцулитися
Потаніло,Здешевіло
Зашпинити,Здибати
Драчка,Здирство
Нажива,Здобич
Здоров'єчько,Здоров'я
Виріти,Здуріти
Нендза,Злидні
Кримінар,Злочинець
Придастси,Знадобиться
Знакомитисі,Знайомитися
Значіннє,Значення
Спониважєти,Зневажати
В'їшси,Знервувати
Омражьити,Знеславити
Издимиґіти,Зникнути
Дрантивий,Зношений
Омпний,Зніяковілий
Замельдувати,Зраджувати
Спритішний,Зручний
Зашпинити,Зустріти
Вздріти Си,Зустрітися
Ізмотати,Зчепитися
Звинкльована,Зігнута
Їдина,Йод
Юзь,Йосип
Ка'у,Кажу
Касарня,Казарма
Чокан,Кайло
Калабан,Калюжа
Юрієнка,Калюжниця Болотна
Вакації,Канікули
Звалашити,Каструвати
Катеринка,Катерина
Кав'ярня,Кафе
Шальок,Кашне
Квап'ю,Квапити
Фасольинка,Квасолиня
Фасулі,Квасоля
Ув'єлий,Кволий
Чічя,Квіточка
Кєдра,Кедрова Сосна
Дерехтор,Керівник
Верета,Килим
Шпурити,Кинути
Кірзаки,Кирзові Чоботи
Кіяня,Кирка
Тораки,Киселиці
Самокиша,Кисле Молоко
Церета,Клейонка
Клопоція,Клопіт
Гакь,Кляуза
Дзвішень,Кобаки
Хобзатиси,Ковзатися
Корушина,Кожушина
Кізличька,Козленя
Кізличька,Козлиця
Кізличька,Козля
Кєрниця,Колодязь
Коляда,Колядка
Чінчік,Колідничок
Спекулянт,Комерсант
Коўнір,Комір
Бабратиси,Копирсатися
Шіфа,Корабель
Хосен,Користь
Карабушка,Коробка
Корок,Корок
Претінація,Корчма
Кольиндра,Коріандр
Тішньи,Косовиця
Країчок,Край
Кооператива,Крамниця
Дідушкова Річка,Красноїлля
Кривопілля,Кривополе
Студня,Криниця
Гудити,Критикувати
Бунькр,Криївка
Бульб'он,Крутіж
Кертина,Кріт
Кулімет,Кулемет
Храмати,Кульгати
Закупень,Купець
Курило,Курило
Пахтолити,Курити
Файкувати,Курити З Люльки
Фоскати,Курити Люльку
Футерко,Куртка
Коніки,Кінський Послід
Лоточити,Лаяти
Бузько,Лелека
Поштариха,Листоноша
Штангя,Лом
Патик,Ломака
Патик,Ломаччя
Штангя,Ломик
Брустура,Лопух
Скобитати,Лоскотати
Лошьи,Лоша
Лукавець,Лукавці
Січник,Лютий
Пужитися,Лякатися
Шпіталь,Лікарня
Гнильик,Лінивий
Попережник,Лісник
Злісний,Лісничий
Фірас,Лісопильня
Пивка,М'яч
Кооператива,Магазин
Будуччіна,Майбутнє
Ясик,Маленька Подушка
Цвичьок,Маленький Цвяшок
Дітвичьня,Малеча
Матер'ял,Матеріал
Надіватиси,Мати Надію
Маркотка,Махорка
Хитар,Межа
Маланочка,Меланія
Мельодія,Мелодія
Місічка,Менструація
Фурнути,Метнути
Будзік,Механічний Будильник
Карпатці,Мешканці Карпат
Микольцьо,Микола
